1	-0.8407176401	-1.143276897	-1.306550139	-0.6311298515	-1.564995021	-2.185640092	-0.8414196822	-1.063301534	0.2890768193	0.3675999267	1.423814759	1.839048843	0.6807613756	2.402084627	1.925652725	0.8383402285
1	-0.8291571813	-1.013886635	-1.395859828	-0.4344286206	-1.969712016	-3.68590412	-0.8260711922	-1.04417838	0.6974511977	-0.4628895761	0.2310455499	2.495357619	0.3679533857	3.100779227	2.689602816	0.771110089
1	-0.8071275165	-1.078789429	-1.2523106	-0.5857130976	-1.514235695	-2.045260939	-0.8086739977	-1.008046956	0.5781739817	0.5183978267	1.252818919	1.764777913	0.6031067366	2.235009361	1.841288115	0.9167214633
1	-0.7857116813	-0.9771793167	-1.278778334	-0.4392741446	-1.741554278	-2.742109979	-0.7739467795	-0.9733011332	0.6712349595	-2.241684734	0.515030254	2.08163902	0.4017030493	2.514982346	2.204168981	-0.1979781711
1	-0.7812102638	-1.097343751	-1.380420198	-0.266653568	-2.117914828	-4.534861693	-0.7842574719	-0.966044255	0.4760027954	0.8047428729	1.874923524	2.765228732	0.1182639406	3.270862343	3.01335151	0.9396053668
1	-0.7764701346	-1.028311033	-1.255409684	-0.4616519977	-1.670900399	-2.505324475	-0.7781113588	-0.9584196991	0.5287760941	0.5078900816	1.185653306	2.00705427	0.4046608874	2.411297252	2.118056623	0.9555730238
1	-0.7697180083	-0.8644860773	-1.273035163	-0.4054175441	-1.769403175	-2.841435053	-0.7656847914	-0.9475889769	0.2580902681	-0.6569153268	-0.3394153321	2.163383218	0.320293738	2.561056057	2.29903896	0.9127361421
1	-0.768285739	-1.052577249	-1.250319506	-0.4343667036	-1.693100612	-2.577508986	-0.7698157854	-0.9452960782	0.4267790054	0.4772211824	1.57640439	2.03548308	0.3683906382	2.420538131	2.150828829	0.7514667492
1	-0.7626248654	-1.024792432	-1.244048484	-0.4250284408	-1.692040229	-2.574016636	-0.7631994779	-0.9362490734	0.4446996701	0.2774291475	1.360183612	2.038369093	0.3504448974	2.409234369	2.154159248	0.8908065361
1	-0.7575437198	-1.042278107	-1.200945588	-0.4752768983	-1.550228931	-2.144010047	-0.7606469938	-0.9281493873	0.6916384481	0.7868297709	1.629646865	1.81908035	0.4268318089	2.168395701	1.902928728	0.9155775326
1	-0.754713283	-1.001067539	-1.24374573	-0.3965044924	-1.724339322	-2.682476459	-0.755273343	-0.9236459676	0.4292943125	0.2687114187	1.226083434	2.09313583	0.3048949691	2.447280572	2.21748078	0.9896069759
